frame,rfp_mean,rfp_median,rfp_std,gfp_mean,gfp_median,gfp_std,area,bbox_0,bbox_1,bbox_2,bbox_3,y,x,time_min,label
0,87.40023041,85.27546692,31.56808281,1120.783081,1163.260986,305.633728,998,823,1622,860,1657,840.6302605,1638.9499,0.19782886,204
0,32.43677902,31.66314697,27.04490852,1301.616699,1285.735962,364.9020081,2275,1188,1866,1248,1923,1215.726593,1893.883956,0.19782886,205
0,40.26802444,41.89804077,26.8319931,2625.713867,2644.830811,568.3712769,918,1479,1626,1512,1663,1494.900871,1643.407407,0.19782886,206
0,36.58882141,37.36520386,27.59999657,1166.104492,1243.616211,239.3335114,1446,1502,1163,1544,1207,1522.34509,1184.361687,0.19782886,207
0,27.76823425,28.63256836,26.22507286,1113.308472,1096.385742,318.3139038,2177,2052,1079,2108,1128,2079.469913,1103.448323,0.19782886,208
0,30.39131927,29.44332886,25.09695816,1645.225708,1629.787476,365.2565002,2228,630,2426,683,2478,655.4403052,2451.888241,0.19782886,209
0,92.74105835,90.55046082,34.33854675,960.8370361,1002.882202,231.7911987,1152,917,316,955,356,935.7534722,335.5355903,0.19782886,210
0,49.93481445,49.62997437,28.49259377,3113.700684,3099.380127,816.5018921,2251,1295,1546,1351,1597,1322.494003,1571.294536,0.19782886,211
0,35.29353714,36.18719482,25.97492981,1400.103149,1412.004395,305.7074585,2805,348,1881,406,1947,376.0381462,1913.316578,0.19782886,212
0,42.04259491,44.38128662,25.41519737,2080.717773,2115.556152,602.1982422,2118,888,1512,943,1562,914.8810198,1536.412181,0.19782886,234
0,42.16720581,42.40072632,27.68295288,1697.46521,1770.559082,409.6062927,1789,798,1236,845,1284,820.6690889,1259.07602,0.19782886,235
0,45.92553329,45.12911987,27.1735096,1535.726685,1546.881592,375.2006836,1923,738,1209,789,1261,762.9157566,1233.926157,0.19782886,58
0,26.86268616,25.82839966,24.87373924,1250.270142,1294.974731,465.1436157,3666,69,2225,147,2286,106.3756137,2254.26623,0.19782886,236
0,33.63567734,34.15319824,26.56868553,1809.396729,1855.583618,697.6268311,3345,92,1650,161,1710,126.7727952,1679.091779,0.19782886,237
0,15.49771214,15.01397705,24.51864433,638.2399292,662.0961914,185.3730774,3131,115,361,175,427,144.5528585,394.0207601,0.19782886,238
0,17.69899178,17.21855164,25.00255775,675.0529175,663.9786987,234.8882904,2473,128,124,186,180,156.485645,151.318237,0.19782886,239
0,21.27576828,22.39743042,24.20108414,708.5078735,717.1192627,303.3890381,2684,152,908,214,963,182.0994784,934.7935917,0.19782886,240
0,33.50656509,32.64346313,25.61633873,1512.359619,1548.404663,523.8965454,3034,148,2252,212,2313,179.6417271,2281.995056,0.19782886,241
0,29.93406677,30.08651733,25.00886726,1640.17981,1788.366577,362.3334961,972,169,1677,206,1711,186.9660494,1693.473251,0.19782886,242
0,21.55713844,21.62150574,24.67336845,748.4785767,734.4082031,155.5302429,1846,182,397,230,446,205.6923077,421.1224269,0.19782886,243
0,32.56936264,32.11053467,26.11898613,879.5727539,889.6019287,258.6901245,3147,181,1192,241,1258,210.8770257,1224.955513,0.19782886,244
0,29.72964096,29.30400085,26.79508209,980.4227295,963.6483765,372.89151,3446,230,2286,294,2354,261.7547882,2318.111724,0.19782886,245
0,23.68003845,24.46954346,24.61637878,770.8539429,796.8665771,194.7284698,1016,251,1124,287,1160,268.2086614,1141.521654,0.19782886,246
0,24.61409378,25.21871948,25.09256554,960.4032593,912.826416,255.8372955,3308,246,1167,305,1239,275.3437122,1201.883313,0.19782886,247
0,59.00813675,58.60809326,28.03967476,3824.72998,3963.594727,1170.601929,2247,257,2021,311,2073,283.140632,2046.115265,0.19782886,248
0,23.18158913,22.43179321,24.15398026,558.1660156,597.9284058,157.8313446,1622,301,610,345,657,322.1923551,633.3865598,0.19782886,249
0,56.17652893,55.38537598,28.34329414,4127.247559,4180.733887,1025.553955,3229,290,1930,357,2016,323.5558997,1968.795602,0.19782886,250
0,26.46185112,27.14459229,23.00040817,836.0571899,883.7734985,210.2801819,821,339,583,371,615,354.5091352,598.5724726,0.19782886,251
0,23.11114502,22.69154358,25.25345421,583.5718994,596.197998,156.4799042,2520,324,657,381,714,351.0964286,685.1714286,0.19782886,252
0,24.25432205,23.67050171,25.47597885,802.7816772,812.1860962,290.4553833,3292,324,1403,397,1459,360.2493925,1430.300729,0.19782886,253
0,80.0758667,79.79321289,34.00585175,8679.37207,9130.306641,2944.839844,2731,327,2269,383,2330,355.2925668,2298.697181,0.19782886,254
0,48.73438644,49.34375,28.56987381,3280.954346,3135.278809,931.1334839,4177,320,1998,406,2060,362.5836725,2028.345703,0.19782886,255
0,28.22893906,27.55303955,24.28598022,1023.795227,984.1932983,266.9044189,2443,360,613,419,666,388.9467867,638.6352845,0.19782886,256
0,27.22203827,25.00491333,26.1854229,938.0704956,953.6038208,267.6577759,2547,360,713,417,770,389.0455438,741.4334511,0.19782886,257
0,36.18572617,37.7114563,25.76801109,1547.281616,1577.423828,225.7975464,2059,368,1947,428,1995,399.0582807,1971.288975,0.19782886,258
0,27.71349525,27.3031311,25.25419998,953.9182739,967.5888062,191.0060883,1750,394,1444,442,1490,417.536,1467.077714,0.19782886,259
0,77.53870392,74.77832031,32.98019409,8543.327148,8627.374023,2021.134888,2266,393,2282,443,2339,416.3892321,2309.883495,0.19782886,260
0,18.6750927,18.5557251,23.74073219,788.8206177,795.9836426,249.9802246,2790,418,244,481,301,448.5132616,271.834767,0.19782886,261
0,36.95770264,35.95826721,26.9610672,1082.678589,1096.924561,258.3698425,3290,450,1623,516,1686,482.8857143,1654.086626,0.19782886,262
0,35.99472809,35.86816406,27.47805214,2493.446045,2394.023682,874.3303223,2695,472,1519,526,1582,498.9884972,1549.824861,0.19782886,263
0,14.22407532,13.21998596,23.46084213,743.7745972,745.9990234,114.2730789,808,492,257,522,291,506.335396,273.8118812,0.19782886,264
0,35.04809189,34.81985474,26.65390396,1069.147461,1047.946167,331.3383484,3414,527,1640,595,1703,560.2753368,1670.934388,0.19782886,265
0,31.9978981,31.0171051,26.34770203,1217.206787,1209.045654,377.0252075,2186,557,1337,611,1389,583.3600183,1362.247941,0.19782886,266
0,25.69167519,25.81170654,24.91481781,918.4729614,964.1582642,321.0532227,2543,572,331,630,387,600.9449469,358.4132914,0.19782886,267
0,24.86720848,23.72528076,24.22381592,980.8139038,984.7542725,247.1922913,1072,596,397,634,434,614.6548507,414.8544776,0.19782886,268
0,49.94964981,49.96429443,28.88231087,761.5133057,781.550293,289.3295898,1275,615,2264,659,2303,636.4188235,2283.36,0.19782886,269
0,35.62400055,34.4317627,24.61157227,1185.930298,1162.082886,331.1672058,2055,632,351,682,407,656.7610706,378.7698297,0.19782886,270
0,40.09354782,40.46911621,27.09271431,2085.597412,2115.814453,642.1245728,2330,638,2216,696,2272,667.1858369,2242.647639,0.19782886,271
0,29.29094505,29.5300293,26.07535934,953.5582275,976.0527954,326.3403015,1131,697,1231,735,1268,715.4067197,1248.740937,0.19782886,272
0,39.24009323,38.21772766,25.07710075,1336.836548,1345.772705,270.6645813,2684,686,359,745,416,714.5808495,387.2775708,0.19782886,273
0,29.23318291,28.21199036,25.66359901,1009.208435,1095.470459,259.177887,3248,710,699,770,768,739.1160714,732.6490148,0.19782886,274
0,40.79978943,40.51733398,27.80274391,3187.701904,3196.401855,914.6010132,2145,595,2470,645,2524,618.8899767,2497.137063,0.19782886,275
0,37.55672836,38.19714355,26.98328209,1254.879761,1249.902222,354.5326233,2155,731,1149,783,1203,756.6672854,1175.184687,0.19782886,276
0,33.50078964,32.54804993,27.07562447,1173.935303,1159.220703,318.4948425,1688,761,750,809,797,784.7772512,773.3524882,0.19782886,277
0,41.60228729,41.68493652,28.55566788,2877.269043,2826.58667,779.8994751,3371,760,453,823,524,791.9115989,487.7164046,0.19782886,278
0,34.46145248,33.640625,26.42940521,1140.737183,1165.168579,288.9706421,1553,777,326,825,368,800.0495815,346.4224082,0.19782886,279
0,37.35509872,36.95414734,25.81813622,1332.483398,1293.72876,304.8293152,3242,786,1157,849,1226,816.2850093,1190.585133,0.19782886,280
0,36.65192413,36.71502686,28.92455101,2524.715088,2489.39502,773.8720703,2927,805,1881,871,1942,839.4434575,1910.375128,0.19782886,281
0,31.19320107,30.2805481,24.35376358,1332.179077,1339.466675,234.3321075,2519,819,352,870,415,844.557761,382.4851131,0.19782886,282
0,40.6193161,38.54829407,27.37156868,1932.433228,1847.531738,554.3781738,2920,814,1493,886,1546,849.3767123,1519.624315,0.19782886,283
0,42.47204971,42.61727905,27.92270088,2539.455566,2574.733643,589.7002563,2665,858,1929,913,1991,885.4705441,1960.428893,0.19782886,284
0,42.18423843,41.81419373,26.99281311,1201.252563,1184.638916,225.8114014,3758,845,1193,917,1260,881.2235232,1226.470995,0.19782886,285
0,31.55385399,32.32546997,26.97358894,1063.685791,1061.77002,173.9149628,1322,878,357,917,400,897.133888,377.6898638,0.19782886,286
0,55.6856842,54.44415283,29.51169205,2874.910889,2759.783447,848.1793213,2875,898,1260,964,1315,930.5613913,1286.626783,0.19782886,287
0,30.27224731,29.51123047,26.87675667,1201.916138,1156.693237,342.0317078,2841,927,364,987,424,956.8071102,392.8806758,0.19782886,288
0,28.94754982,29.08599854,26.66994476,1149.014038,1155.560059,392.58255,2843,975,108,1040,162,1007.379529,133.7966936,0.19782886,289
0,29.97288895,29.36524963,25.80978775,1079.540771,1096.615479,344.8912354,2352,994,2135,1048,2192,1020.983844,2163.511905,0.19782886,290
0,17.92246056,17.76657104,25.12768936,971.4686279,959.0301514,287.7280273,2692,1011,2440,1063,2507,1036.194279,2472.001857,0.19782886,291
0,18.49467659,19.71247864,27.12692451,923.4815674,970.6255493,287.6113281,1538,1065,2483,1110,2527,1086.846554,2504.744473,0.19782886,292
0,32.04947281,30.43005371,27.68096733,327.4746094,326.3878174,98.56983948,3556,1089,487,1159,552,1123.331834,518.7820585,0.19782886,293
0,42.69345856,41.21389771,29.16351128,1308.547729,1326.58728,334.4239197,3364,1085,1551,1158,1612,1121.282996,1580.972949,0.19782886,294
0,44.06256485,43.03027344,28.14718246,2477.807617,2348.366211,833.2337036,3943,1100,1806,1175,1873,1136.297236,1838.631499,0.19782886,295
0,44.85949326,46.20039368,28.62018776,1277.802246,1313.630493,356.8255615,2884,1129,1601,1193,1661,1161.382802,1631.058599,0.19782886,296
0,44.38760376,44.13859558,28.8652153,3476.179199,3412.046143,1085.520508,2936,1260,2256,1320,2317,1289.317779,2286.664169,0.19782886,297
0,38.22294998,38.32891846,27.39933586,1480.334351,1474.595947,404.4028625,2635,1316,1487,1376,1544,1345.999241,1515.070588,0.19782886,298
0,36.56118393,35.91673279,27.63688469,1045.577271,1012.708435,312.5994263,2140,1354,1096,1407,1149,1380.08271,1121.726636,0.19782886,299
0,39.82395554,38.15852356,28.03969574,1408.666016,1438.847534,313.9464722,1214,1360,1548,1399,1589,1379.200988,1567.873147,0.19782886,300
0,31.00232124,30.97738647,27.16986847,1069.605225,1002.687561,363.1661987,2521,1353,1968,1424,2025,1384.253868,1995.319318,0.19782886,301
0,40.10061264,40.76394653,28.00007439,2184.867432,2217.410645,669.701355,3367,1365,472,1430,540,1396.166617,504.7338877,0.19782886,302
0,37.70085144,37.78511047,27.4168148,2570.074219,2513.163086,824.0175171,3170,1376,690,1432,760,1403.438486,724.3353312,0.19782886,303
0,39.35845566,38.84317017,27.70222473,1359.614746,1330.252686,372.0532532,3082,1385,1478,1442,1557,1413.715445,1519.513303,0.19782886,304
0,37.69788361,35.34179688,28.7726326,2475.089355,2425.740723,682.6690063,2151,1395,806,1444,863,1419.09298,833.9005114,0.19782886,305
0,44.20375824,44.53131104,28.34079742,2812.602051,2769.535156,671.8825684,2227,1411,522,1470,572,1441.222721,547.2572968,0.19782886,306
0,41.80263138,41.21655273,27.66077423,2475.298096,2408.575195,737.4832764,2226,1462,996,1518,1047,1489.467655,1020.909704,0.19782886,307
0,18.67609596,17.91685486,24.40387154,964.6793823,1005.641602,249.2849426,980,1472,352,1508,387,1489.621429,368.7897959,0.19782886,308
0,57.49264526,56.52578735,30.84853172,3702.989502,3716.220703,1110.446777,2456,1478,1667,1537,1721,1506.817182,1694.358306,0.19782886,309
0,35.14267349,35.1937561,26.79787064,2192.831543,2211.961914,394.3235474,1311,653,2486,693,2527,673.0594966,2505.440122,0.19782886,310
0,39.3208313,38.47244263,29.7539978,1309.540771,1314.227417,375.6103516,2279,1493,1218,1549,1269,1521.052655,1242.990785,0.19782886,311
0,33.28702164,33.37078857,25.99914169,1131.663208,1091.714478,334.8909912,3705,1496,304,1572,367,1534.833468,333.274224,0.19782886,312
0,69.6767807,66.00463867,39.50786591,1043.494385,1025.526123,309.6776733,1763,1551,1398,1598,1447,1573.436188,1421.920023,0.19782886,313
0,40.72832108,40.95776367,27.070467,1326.429565,1284.901611,318.9295044,2581,1548,1200,1615,1261,1582.312282,1232.696629,0.19782886,314
0,38.56699371,38.60476685,27.88772964,1375.353516,1308.378174,367.0046082,2972,1574,274,1630,343,1601.980821,306.5625841,0.19782886,315
0,31.29185104,29.82824707,26.19209862,1102.343018,1106.705566,368.5652161,3207,1591,2136,1660,2195,1625.030558,2164.371687,0.19782886,316
0,35.65148926,36.95718384,28.62298203,1266.285156,1309.523193,384.4273987,2185,1666,2152,1721,2202,1693.048513,2176.237529,0.19782886,317
0,32.54875946,32.87457275,25.24820518,1386.510132,1392.224365,438.1359253,2421,1743,1680,1801,1734,1771.937629,1705.928129,0.19782886,318
0,31.17433357,28.95314026,26.99641037,1211.678711,1176.784912,380.7513123,2376,1806,1007,1864,1060,1834.393519,1032.977694,0.19782886,319
0,46.3819046,45.24700928,30.92409515,2574.741455,2508.097656,825.4902344,2480,1828,1551,1900,1605,1857.284677,1577.211694,0.19782886,320
0,29.68907738,28.95135498,26.35260773,990.3302612,1009.40155,304.0963745,3464,1835,247,1898,316,1866.156467,280.6460739,0.19782886,321
0,36.77147675,37.41786194,27.23545265,2280.242188,2347.787109,625.9758301,1810,1841,1878,1888,1926,1864.159116,1901.418232,0.19782886,322
0,25.39027786,24.5141449,25.8222065,1088.526489,1092.354492,231.3287354,2354,1827,328,1893,376,1862.162277,350.5450297,0.19782886,323
0,43.33495331,43.21170044,25.81890297,2490.367676,2524.650635,451.7591248,2595,1855,1495,1913,1556,1883.018497,1523.888632,0.19782886,324
0,31.01165009,31.68211365,26.70272636,1231.109985,1193.806274,299.8251038,2190,1860,1711,1913,1764,1885.963014,1736.639269,0.19782886,325
0,26.79389572,26.15234375,27.88499069,897.4689941,877.03479,159.069519,1040,1894,302,1930,339,1911.035577,320.4298077,0.19782886,326
0,40.16444778,38.80267334,26.11720085,1498.049438,1479.514404,410.3066406,3193,1889,1768,1959,1833,1924.247729,1799.673035,0.19782886,327
0,37.11951828,38.55802917,24.72685242,1840.950684,1863.914673,293.9359741,778,1914,1524,1949,1554,1931.937018,1538.730077,0.19782886,328
0,29.16391373,29.39642334,27.40473366,1084.694336,1065.054932,328.0939636,2514,2020,464,2079,519,2049.467383,490.9319809,0.19782886,329
0,26.36348534,24.99642944,25.61938095,814.9613647,832.9140625,189.601593,793,2079,450,2112,482,2094.663304,465.5044136,0.19782886,330
0,20.41581154,20.43336487,26.60811043,1069.87915,1006.044373,365.6410522,4276,2080,1248,2152,1325,2116.093545,1285.893826,0.19782886,331
0,27.93083191,27.16723633,26.54193306,1230.157715,1237.283936,239.8057709,2027,2098,1035,2150,1085,2123.553034,1059.425259,0.19782886,332
0,15.72034264,15.59869385,25.71923828,748.7510376,709.7619629,238.3621368,2465,5,1001,58,1060,30.14482759,1030.126978,0.19782886,333
0,37.44055176,38.03338623,25.67138672,279.4850464,233.9478455,153.7047119,3721,702,2198,772,2265,736.6116635,2231.26337,0.19782886,334
0,31.9705925,32.09172058,26.32760429,1523.177368,1557.890381,344.5355835,3016,754,378,816,442,785.1634615,409.5119363,0.19782886,335
0,26.01955414,26.69892883,26.73411751,866.3186035,891.3389893,237.0953369,1082,1054,2144,1093,2180,1073.531423,2161.194085,0.19782886,336
0,32.42358017,33.04177856,22.74669647,1208.060425,1225.881714,208.3429108,1021,513,1599,549,1635,530.6993144,1616.302644,0.19782886,70
0,32.5469017,31.6260376,25.74172783,1947.658203,1922.252808,673.4160156,2349,1854,1932,1910,1986,1881.482333,1958.618561,0.19782886,130
0,29.53250313,28.5647583,25.15726089,1036.296509,1079.37146,208.1755524,1619,1920,1721,1966,1765,1942.461396,1742.643607,0.19782886,71
0,27.70601654,27.59109497,25.86847305,1421.804688,1449.660156,272.1252441,3216,694,426,757,491,724.2300995,457.7282338,0.19782886,151
0,31.88149834,30.51574707,26.49055672,1169.47229,1139.454102,267.8479309,1729,1871,1029,1921,1073,1895.11336,1050.657027,0.19782886,152
0,29.89286423,29.18145752,27.22151566,1063.418457,1021.498535,336.0594788,2337,1933,1060,1993,1110,1962.300385,1084.641849,0.19782886,153
1,-19.4503231,-19.61254883,39.82689285,350.6244812,343.0830078,283.1295166,1164,0,2457,40,2498,17.29381443,2476.582474,15.24190666,10
1,49.62469101,49.08087158,29.05393791,2729.188965,2727.873779,540.1915283,1690,923,1214,966,1263,943.7923077,1238.159763,15.24190666,199
1,44.92889023,43.98513794,25.93896484,1154.307373,1182.55542,251.2817535,2025,837,1285,886,1337,860.8103704,1310.545679,15.24190666,200
1,32.84412384,31.98504639,25.66971588,864.9240723,920.1224976,294.2798157,3088,387,1678,451,1740,417.9417098,1709.213083,15.24190666,201
1,24.63682175,24.65646362,25.60525322,846.2123413,833.1381836,259.0504456,2823,535,1418,591,1483,561.9500531,1449.865037,15.24190666,174
1,45.56422806,44.73405457,28.89688492,2187.774414,2123.799805,518.9346924,2448,555,1590,612,1646,582.8827614,1618.028595,15.24190666,202
1,75.91059875,75.54620361,40.69650269,655.1407471,666.7076416,280.5889587,2395,766,1588,817,1647,791.3194154,1617.440919,15.24190666,203
1,91.16162109,88.52069092,29.09171486,1002.056824,1037.102661,256.7731323,963,819,1636,855,1670,836.7528557,1652.576324,15.24190666,204
1,32.8266449,32.012146,26.51204681,1361.028442,1321.597656,372.0111389,2411,1183,1875,1245,1938,1209.810867,1905.529656,15.24190666,205
1,48.05309296,48.26559448,27.83535004,2596.874756,2618.914307,466.0744629,987,1473,1638,1507,1677,1489.70922,1656.192503,15.24190666,206
1,32.93632507,33.65626526,28.18468666,1090.864624,1094.244995,233.7208557,1582,1496,1176,1540,1223,1517.597977,1199.154867,15.24190666,207
1,23.63176918,22.3265686,24.63980865,718.1000977,717.5180054,135.74823,646,598,1323,626,1352,611.1037152,1337.204334,15.24190666,3
1,33.83726883,32.90670776,28.11579323,1213.820923,1194.571411,348.5455322,2257,2045,1093,2103,1142,2073.766947,1117.026584,15.24190666,208
1,31.39982414,29.95101929,25.01785278,1777.556519,1777.136353,286.4986572,2390,626,2438,681,2492,652.7560669,2464.687866,15.24190666,209
1,72.27632141,71.43435669,26.51194,580.9232788,614.1499023,125.478447,393,660,2316,682,2339,670.3282443,2327.10687,15.24190666,4
1,93.53807831,93.25338745,33.78433609,905.6338501,925.7755127,206.3383636,1131,914,330,951,370,931.9345712,349.6189213,15.24190666,210
1,53.75112915,53.03970337,28.59535217,3217.376709,3258.72998,733.5717163,2120,1290,1561,1345,1610,1317.056132,1585.128774,15.24190666,211
1,37.0231781,37.41122437,26.09799385,1426.196045,1438.381836,298.5650024,2833,345,1894,403,1959,372.5788916,1926.051888,15.24190666,212
1,44.10269547,45.40884399,27.80498123,2061.576172,2025.189941,561.9671021,2270,879,1522,933,1576,905.2378855,1548.210573,15.24190666,234
1,43.15524292,41.57659912,26.9838028,1680.175293,1749.304321,379.5925293,1797,794,1251,841,1300,816.7479132,1274.715081,15.24190666,235
1,44.90816116,43.52738953,28.46098518,1532.0802,1553.560425,331.8466492,1962,732,1223,784,1274,757.656473,1247.860856,15.24190666,58
1,26.00465584,25.13163757,25.15216446,1231.191406,1281.072754,431.0021973,3735,68,2238,144,2302,105.2203481,2268.26158,15.24190666,236
1,34.49695587,34.64190674,26.25096893,1764.528564,1813.226074,643.6532593,3379,89,1663,158,1724,123.6996153,1692.55697,15.24190666,237
1,18.69854927,18.11627197,25.03066063,670.052063,684.5031738,204.964035,3160,111,375,171,441,140.7882911,408.0303797,15.24190666,238
1,16.63848877,15.9462738,25.16475296,651.9873657,648.2365723,199.1437683,2467,124,138,182,194,152.6720713,165.4223754,15.24190666,239
1,21.47654152,21.77865601,24.93514252,698.0521851,695.2467041,271.4187622,2645,148,923,210,977,178.9493384,949.552741,15.24190666,240
1,30.58636284,29.75009155,25.6657238,1456.684692,1459.863159,498.5467224,3283,144,2261,207,2328,174.7094121,2294.612854,15.24190666,241
1,32.8568573,32.94633484,24.3590107,1657.75061,1721.146851,349.458374,996,166,1690,202,1725,183.2058233,1707.301205,15.24190666,242
1,22.7648983,21.96476746,24.00526428,724.515625,702.4367676,154.0987396,2076,177,411,229,462,202.5674374,436.3680154,15.24190666,243
1,29.02513504,28.29959106,27.18403435,900.7798462,885.442749,281.9763489,3043,179,1206,237,1272,207.2993756,1238.878738,15.24190666,244
1,26.56318665,27.34126282,25.54509926,902.0214844,902.921875,362.5932312,3432,225,2300,290,2367,257.6990093,2331.945804,15.24190666,245
1,25.30078125,23.20909119,24.95444489,734.901062,761.1799316,164.8406372,980,247,1138,283,1173,263.8357143,1154.961224,15.24190666,246
1,27.37747765,27.30586243,24.99187088,994.090271,969.4742432,229.7645721,3362,243,1181,302,1252,272.2959548,1215.557406,15.24190666,247
1,56.06015015,54.5471344,28.48464203,3595.871094,3757.853516,1077.681519,2312,250,2037,306,2089,277.050173,2061.758651,15.24190666,248
1,23.33377457,23.21337891,24.26716423,503.2620544,546.9504395,146.9173279,1764,296,622,342,670,318.2409297,645.6672336,15.24190666,249
1,56.5998764,55.14958191,29.46073914,3972.610596,3989.230469,1026.031006,3376,286,1943,352,2030,318.3027251,1981.7109,15.24190666,250
1,25.65194511,26.8210144,26.08572197,834.880188,857.2868652,199.1765289,783,335,596,368,628,350.7905492,611.5223499,15.24190666,251
1,21.53832245,21.11795044,25.45489311,558.0596313,583.7983398,135.0114288,2557,319,671,376,729,346.0574892,699.6061791,15.24190666,252
1,28.14978981,27.18455505,26.18815613,792.2261963,784.8464355,292.7808228,3362,320,1416,393,1473,356.0475907,1444.055027,15.24190666,253
1,80.5619812,80.30157471,35.07198715,8315.580078,8648.641602,2823.279541,2842,321,2282,377,2345,349.4778325,2312.490148,15.24190666,254
1,52.21604156,52.76568604,28.58126259,3329.218018,3282.278809,817.1142578,4245,316,2012,403,2074,359.1168433,2042.427562,15.24190666,255
1,28.18218613,28.68179321,25.52305984,1023.282837,997.7886963,234.3156433,2458,355,628,415,680,384.7274207,652.9027665,15.24190666,256
1,28.7977314,28.19320679,26.79045868,923.2584839,927.6636963,287.6886292,2625,356,727,414,785,385.4579048,755.5580952,15.24190666,257
1,39.5189476,38.75772095,26.44368744,1643.060059,1671.015747,264.4996338,2168,364,1961,425,2009,395.8164207,1985.002768,15.24190666,258
1,29.36650658,27.77961731,28.36492348,979.2997437,974.1875,176.699707,1768,391,1456,439,1504,414.75,1479.946833,15.24190666,259
1,77.55153656,78.00424194,32.79325104,8037.167969,8119.439453,1804.49292,2426,386,2297,439,2355,410.8355317,2325.309975,15.24190666,260
1,18.16280174,18.04541016,24.70353508,767.3312988,792.5075684,205.4878845,2799,415,258,478,315,445.1132547,285.9203287,15.24190666,261
1,38.09601974,37.72140503,26.00434303,1096.449341,1095.002686,239.294281,3307,446,1636,512,1699,478.9440581,1666.579075,15.24190666,262
1,40.17330933,39.85095215,28.91790771,2584.489014,2508.329346,827.9407349,2759,468,1533,524,1596,496.0916999,1564.351577,15.24190666,263
1,18.26148033,18.82992554,23.42317772,703.7064819,706.1186523,95.31534576,821,489,271,520,305,503.8794153,287.5237515,15.24190666,264
1,35.25637817,36.00502014,27.35659218,1115.168335,1094.503906,332.900177,3488,524,1652,591,1718,556.7961583,1684.266915,15.24190666,265
1,33.99195862,34.05780029,27.99081993,1246.642456,1257.655884,329.4021606,2032,553,1355,606,1403,579.1067913,1378.385335,15.24190666,266
1,23.59335327,24.5662384,25.63078499,896.1067505,907.4537964,325.1940002,2566,567,345,626,400,596.4645362,371.9236165,15.24190666,267
1,23.67166519,22.69564819,23.64880371,1027.966553,1041.08667,260.5220337,1169,592,411,630,450,610.6603935,430.2284003,15.24190666,268
1,53.32713318,52.40890503,27.69129753,733.3405151,738.8690796,248.3264465,1237,611,2279,655,2317,632.5392078,2297.663703,15.24190666,269
1,37.0695076,38.36557007,27.41731644,1242.370483,1231.812012,303.6564941,2035,629,365,676,420,652.3488943,392.153317,15.24190666,270
1,44.49951172,44.19932556,27.52456093,2093.460938,2079.37207,637.8665161,2350,634,2229,690,2285,662.3914894,2256.030213,15.24190666,271
1,28.62568474,27.40698242,26.38892365,915.7451782,974.7275391,276.6834412,1121,691,1244,729,1282,709.5388046,1262.518287,15.24190666,272
1,38.42396545,39.49151611,25.83643723,1368.309204,1367.722412,281.401886,2789,682,372,741,431,710.6844747,401.661886,15.24190666,273
1,31.28375244,30.75775146,25.69752884,979.725769,988.2709351,259.6304932,3340,706,712,767,782,735.8991018,746.2937126,15.24190666,274
1,46.63831711,45.79214478,28.76290703,3128.137207,3201.211426,907.5551147,2165,589,2484,642,2537,614.3247113,2511.034642,15.24190666,275
1,40.86016846,40.69708252,26.9829464,1245.710938,1253.853516,338.1529846,2259,726,1161,779,1216,752.5077468,1187.878265,15.24190666,276
1,35.14019012,34.55854797,26.3227272,1133.03418,1130.189453,288.7121582,1742,758,764,806,812,782.0206659,788.3214696,15.24190666,277
